Crop_Year,State,Crop,Season,Area_1000_ha,Production_1000_tonnes,Yield_tonnes_per_ha,Annual_Rainfall_mm,Irrigation_pct
2018,Maharashtra,Soybean,Kharif,4449.7,4049.2,0.91,703.5,3.9
2006,Karnataka,Vegetables,Kharif,564.6,8045.6,14.25,616.7,37.0
2005,Madhya Pradesh,Vegetables,Rabi,385.9,4414.7,11.44,108.3,55.7
2017,Gujarat,Wheat,Rabi,1053.8,3129.8,2.97,26.4,89.0
2006,Madhya Pradesh,Maize,Kharif,964.7,1312.0,1.36,573.4,27.8
2011,Karnataka,Cotton,Kharif,552.1,369.9,0.67,687.0,20.1
2011,Kerala,Coconut,Kharif,780.3,6757.4,8.66,1876.9,28.8
2008,Andhra Pradesh,Fruits,Kharif,748.7,7644.2,10.21,524.9,57.3
2010,Andhra Pradesh,Rice,Rabi,1482.9,4760.1,3.21,100.0,92.9
2021,Telangana,Maize,Kharif,481.1,1736.8,3.61,706.0,40.3
2006,Bihar,Wheat,Rabi,2111.0,4855.3,2.3,63.8,77.0
2015,Uttarakhand,Wheat,Rabi,366.6,821.2,2.24,83.2,69.9
2020,Goa,Coconut,Kharif,24.8,210.3,8.48,2103.0,16.1
2013,Madhya Pradesh,Soybean,Kharif,5719.4,5490.6,0.96,971.9,7.4
2013,Chhattisgarh,Pulses,Kharif,378.9,170.5,0.45,1161.0,6.7
2007,Gujarat,Millets,Kharif,739.7,821.1,1.11,532.7,12.5
2014,Andhra Pradesh,Tobacco,Rabi,144.9,215.9,1.49,58.5,82.8
2015,Karnataka,Sugarcane,Kharif,459.3,34792.0,75.75,583.9,97.9
2004,Rajasthan,Spices,Rabi,40.2,42.6,1.06,33.6,71.8
2017,Assam,Rice,Kharif,2128.3,4171.5,1.96,1464.3,8.9
2005,Andhra Pradesh,Maize,Kharif,756.9,2058.8,2.72,945.0,55.0
2009,Karnataka,Millets,Kharif,1894.5,1818.7,0.96,413.1,15.7
2021,Andhra Pradesh,Maize,Kharif,866.2,3845.9,4.44,401.3,52.3
2021,Tamil Nadu,Sugarcane,Kharif,348.4,41640.8,119.52,460.0,98.8
2001,Andhra Pradesh,Fruits,Kharif,679.6,6646.5,9.78,647.3,57.5
2013,Maharashtra,Wheat,Rabi,926.4,1297.0,1.4,77.2,77.1
2021,Uttar Pradesh,Maize,Kharif,774.3,1997.7,2.58,750.9,46.0
2017,Bihar,Rice,Kharif,3803.2,7416.2,1.95,611.5,56.0
2014,Haryana,Sugarcane,Kharif,131.1,7563.2,57.69,386.4,97.3
2016,Haryana,Rice,Kharif,1359.9,4868.4,3.58,625.8,100
2006,Chhattisgarh,Pulses,Kharif,349.0,150.1,0.43,1018.8,0.5
2006,Odisha,Rice,Kharif,4232.3,5967.5,1.41,1415.1,31.8
2015,Kerala,Coffee,Kharif,94.9,78.8,0.83,1425.5,9.7
2011,Uttar Pradesh,Pulses,Rabi,2308.2,1938.9,0.84,75.0,50.4
2022,Jharkhand,Rice,Kharif,1581.0,3082.9,1.95,1124.3,15.5
2013,Haryana,Sugarcane,Kharif,122.4,7242.4,59.17,625.8,96.4
2016,Karnataka,Coconut,Kharif,548.2,4796.8,8.75,593.4,51.7
2012,Karnataka,Groundnut,Kharif,845.1,811.3,0.96,586.1,22.8
2001,Rajasthan,Wheat,Rabi,3065.2,8766.5,2.86,45.3,82.3
2020,Maharashtra,Fruits,Kharif,1112.1,13400.8,12.05,805.1,49.9
2013,Karnataka,Rice,Kharif,1095.2,2924.2,2.67,1026.2,62.9
2002,Assam,Tea,Kharif,309.4,442.4,1.43,1393.0,10.1
2015,Karnataka,Groundnut,Kharif,808.7,824.9,1.02,350.1,20.1
2001,Tamil Nadu,Groundnut,Kharif,435.0,596.0,1.37,376.1,51.3
2015,Karnataka,Maize,Kharif,1187.6,3752.8,3.16,454.6,30.3
2008,Madhya Pradesh,Pulses,Rabi,3543.9,2657.9,0.75,43.8,18.8
2014,Karnataka,Fruits,Kharif,493.2,4774.2,9.68,573.9,47.0
2014,Tamil Nadu,Coffee,Kharif,39.3,28.3,0.72,733.5,21.7
2014,Maharashtra,Fruits,Kharif,999.1,9611.3,9.62,276.5,48.4
2017,Maharashtra,Rice,Kharif,1578.6,2936.2,1.86,1111.6,23.0
2001,Gujarat,Fruits,Kharif,365.1,2687.1,7.36,494.2,57.8
2013,Andhra Pradesh,Tobacco,Rabi,151.5,210.6,1.39,196.9,78.7
2003,Haryana,Wheat,Rabi,2494.8,10128.9,4.06,132.1,95.0
2016,Tamil Nadu,Coconut,Kharif,391.5,4212.5,10.76,633.1,75.5
2013,Kerala,Fruits,Kharif,241.8,2183.5,9.03,3105.1,26.7
2009,Haryana,Millets,Kharif,511.0,434.3,0.85,208.7,16.9
2008,Telangana,Rice,Kharif,1104.8,3192.9,2.89,559.9,84.4
2018,Karnataka,Fruits,Kharif,452.5,4416.4,9.76,647.0,47.6
2022,Karnataka,Pulses,Rabi,2332.8,1656.3,0.71,185.2,10.8
2001,Odisha,Rice,Kharif,4083.8,4900.6,1.2,1633.4,31.0
2005,Tamil Nadu,Coffee,Kharif,38.3,24.5,0.64,1397.5,24.3
2008,Bihar,Fruits,Kharif,302.0,3294.8,10.91,950.7,41.6
2007,Bihar,Wheat,Rabi,2146.0,4549.5,2.12,89.3,75.1
2003,Andhra Pradesh,Millets,Kharif,341.7,283.6,0.83,526.6,19.2
2021,Assam,Rice,Kharif,3085.5,6263.6,2.03,946.1,12.2
2018,West Bengal,Rice,Kharif,4303.1,10112.3,2.35,903.1,35.6
2014,Andhra Pradesh,Sugarcane,Kharif,184.3,12608.0,68.41,387.1,97.6
2022,Telangana,Cotton,Kharif,2056.2,3248.8,1.58,537.5,35.8
2003,Uttar Pradesh,Fruits,Kharif,557.2,6864.7,12.32,956.5,59.4
2012,Kerala,Spices,Kharif,246.3,539.4,2.19,3086.7,12.9
2014,Chhattisgarh,Pulses,Kharif,374.9,168.7,0.45,785.7,3.3
2009,Andhra Pradesh,Pulses,Rabi,647.9,317.5,0.49,57.6,23.9
2022,Gujarat,Groundnut,Kharif,1822.1,3571.3,1.96,533.9,38.4
2009,Maharashtra,Millets,Kharif,2833.7,2096.9,0.74,407.5,4.3
2012,Gujarat,Tobacco,Rabi,87.8,115.0,1.31,39.7,83.6
2013,Maharashtra,Millets,Kharif,2738.9,2109.0,0.77,844.8,4.2
2005,Kerala,Tea,Kharif,34.3,51.8,1.51,3582.8,5.0
2011,Karnataka,Vegetables,Kharif,528.2,7305.0,13.83,789.3,41.5
2013,Telangana,Rice,Kharif,1052.5,3115.4,2.96,1145.2,83.2
2021,Haryana,Sugarcane,Kharif,134.5,9174.2,68.21,550.5,98.0
2004,Bihar,Vegetables,Kharif,740.3,9505.5,12.84,1125.4,41.4
2001,Madhya Pradesh,Oilseeds,Rabi,736.7,545.2,0.74,49.0,55.1
2003,Telangana,Cotton,Kharif,1767.4,1095.8,0.62,733.4,36.8
2007,Kerala,Coffee,Kharif,83.7,67.8,0.81,2017.1,17.6
2003,Uttar Pradesh,Sugarcane,Kharif,2007.2,118846.3,59.21,1046.7,95.5
2018,Rajasthan,Wheat,Rabi,3003.6,8350.0,2.78,30.4,83.2
2015,Uttar Pradesh,Wheat,Rabi,9936.1,28019.8,2.82,157.9,89.2
2009,Kerala,Spices,Kharif,201.0,331.6,1.65,1634.7,10.4
2006,Gujarat,Oilseeds,Rabi,253.4,261.0,1.03,17.6,79.4
2019,Rajasthan,Cotton,Kharif,471.7,495.3,1.05,473.0,54.7
2003,Karnataka,Fruits,Kharif,457.9,3965.4,8.66,669.2,46.3
2001,Uttar Pradesh,Wheat,Rabi,10611.0,25784.7,2.43,185.2,88.6
2012,Rajasthan,Soybean,Kharif,1173.5,1232.2,1.05,514.4,10.5
2009,Maharashtra,Fruits,Kharif,918.5,7375.6,8.03,734.1,46.5
2021,Madhya Pradesh,Millets,Kharif,520.2,515.0,0.99,835.2,8.1
2003,Karnataka,Cotton,Kharif,548.1,224.7,0.41,710.9,19.6
2022,Haryana,Cotton,Kharif,783.1,1331.3,1.7,313.7,90.5
2004,Punjab,Rice,Kharif,2945.1,10572.9,3.59,748.1,100
2008,Gujarat,Millets,Kharif,647.1,724.8,1.12,430.8,10.3
2017,Rajasthan,Soybean,Kharif,1087.7,1185.6,1.09,561.6,11.2
2002,Karnataka,Vegetables,Kharif,630.2,6844.0,10.86,531.0,36.4
2005,Tamil Nadu,Rice,Rabi,691.1,2128.6,3.08,684.2,98.2
2019,Tamil Nadu,Coconut,Kharif,532.8,4875.1,9.15,1038.7,70.4
2022,Karnataka,Tobacco,Rabi,75.8,111.4,1.47,123.0,71.1
2005,Madhya Pradesh,Maize,Kharif,832.6,1149.0,1.38,1816.7,30.1
2007,Andhra Pradesh,Pulses,Rabi,661.5,357.2,0.54,68.4,23.0
2009,Jharkhand,Rice,Kharif,1404.2,2106.3,1.5,825.1,15.3
2005,Madhya Pradesh,Oilseeds,Rabi,725.6,515.2,0.71,91.3,54.4
2005,Tamil Nadu,Groundnut,Kharif,438.7,539.6,1.23,826.3,49.0
2010,Madhya Pradesh,Pulses,Rabi,3614.7,2747.2,0.76,36.8,20.3
2017,Karnataka,Coconut,Kharif,600.2,5852.0,9.75,874.5,49.8
2016,Gujarat,Sugarcane,Kharif,212.3,13616.9,64.14,887.5,96.7
2011,Odisha,Rice,Kharif,3749.6,6074.4,1.62,1297.9,29.4
2019,Punjab,Wheat,Rabi,3984.6,18249.5,4.58,258.9,100
2012,Gujarat,Vegetables,Rabi,521.8,8776.7,16.82,44.2,78.0
2019,Bihar,Vegetables,Kharif,1033.8,13418.7,12.98,1367.2,41.3
2022,Kerala,Rice,Kharif,336.6,1016.5,3.02,2189.2,40.3
2020,Karnataka,Cotton,Kharif,562.7,534.6,0.95,696.9,13.3
2002,West Bengal,Jute,Kharif,572.0,966.7,1.69,942.2,23.0
2014,Andhra Pradesh,Maize,Kharif,965.2,3088.6,3.2,477.4,51.7
2021,Telangana,Pulses,Rabi,367.2,282.7,0.77,140.2,21.5
2007,West Bengal,Vegetables,Kharif,1398.1,20398.3,14.59,1199.8,33.8
2019,Andhra Pradesh,Cotton,Kharif,712.3,869.0,1.22,732.1,47.5
2011,Rajasthan,Pulses,Rabi,2020.5,1192.1,0.59,33.6,30.2
2021,Madhya Pradesh,Groundnut,Kharif,207.5,244.8,1.18,698.4,10.9
2014,Andhra Pradesh,Rice,Kharif,2214.6,7286.0,3.29,312.9,84.8
2020,Karnataka,Coffee,Kharif,234.8,239.5,1.02,1484.9,26.7
2001,Bihar,Fruits,Kharif,288.2,2772.5,9.62,974.5,38.3
2010,Karnataka,Coconut,Kharif,622.7,5087.5,8.17,761.8,53.0
2003,Andhra Pradesh,Maize,Kharif,863.2,2477.4,2.87,772.9,55.0
2013,Uttar Pradesh,Pulses,Rabi,2615.4,2092.3,0.8,87.4,49.4
2014,Gujarat,Oilseeds,Rabi,244.3,256.5,1.05,12.8,79.2
2017,Uttar Pradesh,Millets,Kharif,859.7,859.7,1.0,611.3,23.1
2013,Punjab,Sugarcane,Kharif,108.1,6268.7,57.99,637.0,98.2
2015,Punjab,Rice,Kharif,2783.2,11299.8,4.06,422.2,97.0
2013,Uttar Pradesh,Oilseeds,Rabi,759.1,728.7,0.96,78.3,79.2
2010,Karnataka,Cotton,Kharif,550.6,363.4,0.66,695.3,20.1
2009,Gujarat,Wheat,Rabi,1171.7,2952.7,2.52,18.6,88.0
2006,Bihar,Rice,Kharif,2916.2,4811.7,1.65,1157.6,53.9
2022,Maharashtra,Millets,Kharif,3246.1,3343.5,1.03,643.4,8.4
2012,Andhra Pradesh,Coconut,Kharif,113.1,1031.5,9.12,471.6,64.9
2003,Maharashtra,Wheat,Rabi,797.1,892.8,1.12,42.9,76.1
2001,Maharashtra,Groundnut,Kharif,332.1,279.0,0.84,593.3,16.5
2004,Uttar Pradesh,Pulses,Rabi,2444.7,1760.2,0.72,66.3,50.4
2001,Karnataka,Tobacco,Rabi,59.6,68.5,1.15,107.4,68.8
2016,Rajasthan,Spices,Rabi,40.7,55.8,1.37,31.6,71.0
2007,Madhya Pradesh,Soybean,Kharif,6002.1,6362.2,1.06,733.2,5.4
2018,Tamil Nadu,Sugarcane,Kharif,334.7,34859.0,104.15,294.9,100
2021,West Bengal,Vegetables,Kharif,1438.8,27826.4,19.34,1413.4,31.3
2017,West Bengal,Oilseeds,Rabi,350.3,325.8,0.93,47.9,30.9
2021,Assam,Tea,Kharif,301.9,618.9,2.05,1940.9,13.3
2001,Madhya Pradesh,Vegetables,Rabi,413.8,4895.3,11.83,79.0,53.5
2013,Rajasthan,Groundnut,Kharif,621.1,670.8,1.08,580.9,29.4
2009,Tamil Nadu,Rice,Kharif,1853.7,5449.9,2.94,184.9,94.9
2020,Andhra Pradesh,Maize,Kharif,868.5,3656.4,4.21,344.0,59.0
2021,Uttarakhand,Wheat,Rabi,421.6,1197.3,2.84,127.8,68.8
2005,Uttar Pradesh,Oilseeds,Rabi,843.5,691.7,0.82,97.2,79.3
2002,Bihar,Sugarcane,Kharif,259.6,8945.8,34.46,658.7,72.2
2007,Karnataka,Tobacco,Rabi,56.4,67.1,1.19,103.5,71.0
2018,Karnataka,Maize,Kharif,1366.1,4139.3,3.03,419.1,29.0
2016,Maharashtra,Maize,Kharif,691.6,1777.4,2.57,634.0,23.0
2022,Telangana,Maize,Kharif,425.4,1480.4,3.48,641.8,39.1
2016,Madhya Pradesh,Vegetables,Rabi,516.7,7952.0,15.39,83.6,53.4
2008,Karnataka,Coffee,Kharif,248.6,218.8,0.88,1404.1,28.8
2004,Assam,Jute,Kharif,65.9,111.4,1.69,1904.1,4.8
2009,Punjab,Wheat,Rabi,3621.5,13580.6,3.75,128.6,95.6
2010,Gujarat,Wheat,Rabi,1134.1,3107.4,2.74,29.1,91.5
2020,Gujarat,Cotton,Kharif,3109.3,5627.8,1.81,825.2,50.7
2021,Bihar,Wheat,Rabi,2155.2,5625.1,2.61,63.1,74.5
2007,Punjab,Cotton,Kharif,483.3,560.6,1.16,406.3,99.6
2015,Kerala,Tea,Kharif,40.7,65.5,1.61,1489.3,2.8
2015,Kerala,Coconut,Kharif,820.9,7724.7,9.41,1392.7,30.8
2012,Tamil Nadu,Rice,Rabi,773.6,2885.5,3.73,426.8,95.9
2010,Tamil Nadu,Coffee,Kharif,35.7,28.6,0.8,967.4,22.9
2001,Haryana,Wheat,Rabi,2481.6,9579.0,3.86,127.1,95.9
2011,Bihar,Jute,Kharif,184.7,363.9,1.97,1096.8,29.8
2010,Bihar,Fruits,Kharif,320.7,3732.9,11.64,1108.6,39.6
2008,Uttar Pradesh,Sugarcane,Kharif,2363.9,151407.8,64.05,863.1,96.1
2010,Telangana,Cotton,Kharif,1756.8,1704.1,0.97,609.4,33.1
2006,Maharashtra,Cotton,Kharif,4496.1,2922.5,0.65,825.1,12.7
2008,Karnataka,Rice,Kharif,1142.9,3028.7,2.65,847.0,65.5
2012,Madhya Pradesh,Groundnut,Kharif,218.7,220.9,1.01,709.7,12.1
2004,Maharashtra,Pulses,Kharif,3749.7,2137.3,0.57,520.9,12.0
2006,Punjab,Cotton,Kharif,522.8,627.4,1.2,416.4,95.6
2015,Andhra Pradesh,Pulses,Rabi,637.7,471.9,0.74,65.7,23.5
2005,Tamil Nadu,Vegetables,Kharif,357.7,5093.6,14.24,839.0,59.7
2009,Maharashtra,Rice,Kharif,1525.4,2196.6,1.44,609.5,19.2
2020,Gujarat,Oilseeds,Rabi,324.7,399.4,1.23,17.8,77.2
2017,Andhra Pradesh,Fruits,Kharif,816.7,10037.2,12.29,760.8,57.6
2022,Karnataka,Cotton,Kharif,555.4,594.3,1.07,605.6,19.2
2015,Karnataka,Rice,Kharif,1334.6,3950.4,2.96,589.8,68.9
2001,Maharashtra,Millets,Kharif,2749.3,1704.6,0.62,556.6,5.3
2012,Haryana,Cotton,Kharif,624.6,861.9,1.38,343.1,90.5
2004,Andhra Pradesh,Spices,Kharif,62.9,79.9,1.27,588.7,28.1
2021,Tamil Nadu,Tea,Kharif,78.0,166.9,2.14,1224.9,23.2
2008,Madhya Pradesh,Rice,Kharif,1763.8,2151.8,1.22,1268.3,26.7
2007,Madhya Pradesh,Cotton,Kharif,627.4,357.6,0.57,1067.3,16.4
2009,Gujarat,Oilseeds,Rabi,283.2,277.5,0.98,14.5,77.2
2013,West Bengal,Tea,Kharif,164.1,254.4,1.55,3461.7,11.6
2010,Tamil Nadu,Spices,Kharif,91.9,147.0,1.6,755.7,26.9
2021,Rajasthan,Cotton,Kharif,527.4,680.3,1.29,278.8,55.5
2007,Uttar Pradesh,Vegetables,Rabi,1279.1,20977.2,16.4,204.9,67.4
2014,Maharashtra,Wheat,Rabi,929.6,1357.2,1.46,29.2,73.7
2011,Haryana,Millets,Kharif,424.6,450.1,1.06,451.3,13.0
2002,West Bengal,Oilseeds,Rabi,311.1,171.1,0.55,32.5,25.1
2013,Haryana,Cotton,Kharif,602.8,795.7,1.32,339.8,89.6
2014,Maharashtra,Cotton,Kharif,4021.3,3659.4,0.91,414.2,11.6
2006,Karnataka,Tobacco,Rabi,70.8,78.6,1.11,91.8,72.2
2021,Tamil Nadu,Rice,Kharif,1879.2,7178.5,3.82,440.8,93.7
2002,Uttar Pradesh,Vegetables,Rabi,1040.7,13477.1,12.95,111.2,67.1
2008,Andhra Pradesh,Spices,Kharif,66.7,91.4,1.37,746.9,29.7
2010,Uttarakhand,Wheat,Rabi,319.8,729.1,2.28,113.1,69.2
2022,Maharashtra,Rice,Kharif,1344.3,2769.3,2.06,917.5,18.9
2021,Kerala,Spices,Kharif,208.2,493.4,2.37,2927.7,12.9
2014,Punjab,Cotton,Kharif,539.8,712.5,1.32,184.3,95.5
2017,Karnataka,Coffee,Kharif,240.9,238.5,0.99,1257.8,32.2
2021,Bihar,Sugarcane,Kharif,261.5,14861.0,56.83,1003.8,66.6
2006,Uttar Pradesh,Wheat,Rabi,8957.3,23199.4,2.59,194.8,91.0
2011,Madhya Pradesh,Soybean,Kharif,6194.2,6442.0,1.04,932.0,5.6
2007,Andhra Pradesh,Groundnut,Kharif,1016.9,1199.9,1.18,437.8,27.1
2014,Kerala,Coconut,Kharif,827.6,6604.2,7.98,2030.1,29.7
2011,Gujarat,Wheat,Rabi,1036.5,2933.3,2.83,22.9,90.9
2002,Karnataka,Soybean,Kharif,321.1,173.4,0.54,476.9,6.7
2014,Madhya Pradesh,Groundnut,Kharif,224.2,197.3,0.88,318.5,13.5
2012,Andhra Pradesh,Pulses,Rabi,625.6,375.4,0.6,125.1,26.9
2019,Haryana,Rice,Kharif,1469.9,4497.9,3.06,878.9,98.8
2001,Assam,Jute,Kharif,72.8,121.6,1.67,1448.5,5.7
2001,Uttar Pradesh,Maize,Kharif,744.7,849.0,1.14,949.1,43.3
2019,Maharashtra,Maize,Kharif,641.7,1501.6,2.34,1031.8,18.8
2002,Karnataka,Sugarcane,Kharif,437.4,26362.1,60.27,413.8,98.0
2001,Bihar,Sugarcane,Kharif,276.7,10755.3,38.87,1331.9,67.6
2011,West Bengal,Wheat,Rabi,456.7,1205.7,2.64,84.7,53.8
2005,Maharashtra,Pulses,Kharif,3739.1,2019.1,0.54,994.1,10.6
2004,Karnataka,Spices,Kharif,159.2,251.5,1.58,1076.8,23.7
2014,Bihar,Wheat,Rabi,2670.2,6461.9,2.42,61.8,72.7
2010,Kerala,Coffee,Kharif,81.8,63.8,0.78,2082.8,14.8
2001,Haryana,Sugarcane,Kharif,111.8,6056.2,54.17,549.4,100
2008,West Bengal,Tea,Kharif,148.3,241.7,1.63,3001.0,9.9
2014,Tamil Nadu,Spices,Kharif,99.4,154.1,1.55,414.8,24.0
2005,Bihar,Vegetables,Kharif,950.5,11272.9,11.86,1082.1,41.5
2008,Assam,Tea,Kharif,305.7,544.1,1.78,1943.9,16.3
2021,Telangana,Cotton,Kharif,1785.4,2838.8,1.59,783.0,36.6
2022,Rajasthan,Cotton,Kharif,550.9,716.2,1.3,370.0,58.0
2020,West Bengal,Tea,Kharif,153.6,305.7,1.99,2862.6,11.8
2017,Madhya Pradesh,Vegetables,Rabi,457.6,7468.0,16.32,86.1,57.2
2004,Rajasthan,Cotton,Kharif,465.5,288.6,0.62,339.4,54.8
2019,Odisha,Rice,Kharif,4083.7,7391.5,1.81,1729.8,28.2
2002,Gujarat,Sugarcane,Kharif,189.6,9948.3,52.47,496.0,92.8
2008,Rajasthan,Wheat,Rabi,2624.7,8189.1,3.12,63.9,87.2
2017,Telangana,Soybean,Kharif,240.5,223.7,0.93,778.2,11.2
2013,Gujarat,Pulses,Kharif,449.7,292.3,0.65,739.7,13.4
2007,Telangana,Pulses,Rabi,452.1,239.6,0.53,147.3,19.5
2020,Andhra Pradesh,Rice,Kharif,2530.7,8629.7,3.41,591.1,89.3
2007,Bihar,Jute,Kharif,189.4,380.7,2.01,973.9,33.8
2019,Maharashtra,Groundnut,Kharif,417.5,480.1,1.15,750.3,14.7
2008,Gujarat,Rice,Kharif,727.2,1250.8,1.72,728.2,50.5
2014,West Bengal,Wheat,Rabi,428.6,1092.9,2.55,70.1,54.0
2002,Madhya Pradesh,Millets,Kharif,480.5,225.8,0.47,463.3,6.3
2016,Tamil Nadu,Fruits,Kharif,412.0,5520.8,13.4,519.3,62.1
2003,Rajasthan,Maize,Kharif,831.4,931.2,1.12,434.8,18.5
2018,Telangana,Rice,Kharif,1090.9,3229.1,2.96,446.9,83.0
2009,Karnataka,Maize,Kharif,1356.7,3364.6,2.48,453.5,31.2
2010,Punjab,Rice,Kharif,3126.7,12725.7,4.07,555.0,97.5
2011,Bihar,Vegetables,Kharif,847.8,11987.9,14.14,765.8,38.6
2020,Maharashtra,Vegetables,Kharif,769.9,11171.2,14.51,984.5,44.3
2010,Punjab,Wheat,Rabi,3849.6,18324.1,4.76,143.0,97.9
2007,Bihar,Fruits,Kharif,355.8,3703.9,10.41,600.9,39.6
2013,Rajasthan,Maize,Kharif,824.1,1112.5,1.35,604.9,21.2
2022,Maharashtra,Soybean,Kharif,4530.5,4938.2,1.09,948.4,3.8
2006,Haryana,Cotton,Kharif,518.1,549.2,1.06,260.7,92.6
2002,Karnataka,Spices,Kharif,141.7,195.5,1.38,431.8,21.6
2021,Tamil Nadu,Spices,Kharif,104.2,211.5,2.03,793.7,25.8
2001,Telangana,Soybean,Kharif,215.1,169.9,0.79,696.4,8.3
2020,Rajasthan,Wheat,Rabi,3538.1,11675.7,3.3,47.9,82.9
2004,Kerala,Rice,Kharif,292.9,694.2,2.37,2487.2,39.9
2002,Gujarat,Pulses,Kharif,345.3,162.3,0.47,344.6,18.5
2005,Maharashtra,Millets,Kharif,2866.5,1805.9,0.63,1070.4,7.5
2001,West Bengal,Jute,Kharif,599.9,1367.8,2.28,1342.3,19.4
2020,West Bengal,Rice,Kharif,4246.3,12526.6,2.95,1058.6,34.3
2006,Tamil Nadu,Groundnut,Kharif,483.5,739.8,1.53,381.9,51.2
2017,Andhra Pradesh,Cotton,Kharif,802.0,1178.9,1.47,460.8,45.4
2007,Kerala,Tea,Kharif,30.7,51.9,1.69,2478.0,3.0
2008,Andhra Pradesh,Rice,Kharif,2479.7,7587.9,3.06,606.3,90.4
2005,Assam,Jute,Kharif,72.1,109.6,1.52,2422.4,9.0
2015,Kerala,Rice,Kharif,245.2,674.3,2.75,1517.2,37.4
2012,Gujarat,Millets,Kharif,775.7,961.9,1.24,440.2,9.4
2010,Kerala,Coconut,Kharif,861.0,7370.2,8.56,2114.0,31.9
2011,Andhra Pradesh,Cotton,Kharif,729.5,729.5,1.0,526.5,47.2
2014,Maharashtra,Millets,Kharif,3030.1,2454.4,0.81,328.7,9.6
2003,Karnataka,Groundnut,Kharif,805.7,628.4,0.78,491.4,22.3
2006,Karnataka,Millets,Kharif,1953.0,1894.4,0.97,436.0,12.1
2009,Uttar Pradesh,Pulses,Rabi,2349.2,1527.0,0.65,38.5,47.7
2013,Gujarat,Millets,Kharif,695.4,785.8,1.13,614.3,8.2
2014,Bihar,Vegetables,Kharif,877.5,10775.7,12.28,457.3,38.3
2021,Andhra Pradesh,Fruits,Kharif,724.1,10209.8,14.1,709.7,52.6
2014,Karnataka,Pulses,Rabi,2172.4,1173.1,0.54,98.2,11.3
2012,Assam,Tea,Kharif,371.2,679.3,1.83,2630.2,15.1
2015,Punjab,Wheat,Rabi,3594.8,15457.6,4.3,113.9,100
2019,Bihar,Jute,Kharif,208.4,421.0,2.02,1240.6,28.6
2006,Madhya Pradesh,Oilseeds,Rabi,750.6,593.0,0.79,45.3,53.8
2003,Haryana,Sugarcane,Kharif,119.6,7018.1,58.68,388.3,96.3
2022,Gujarat,Cotton,Kharif,2680.4,5039.2,1.88,663.3,53.5
2014,West Bengal,Vegetables,Kharif,1296.7,19217.1,14.82,896.7,34.2
2020,Telangana,Pulses,Rabi,454.5,336.3,0.74,129.0,22.7
2003,Gujarat,Pulses,Kharif,373.6,209.2,0.56,458.2,16.8
2004,Andhra Pradesh,Cotton,Kharif,777.6,528.8,0.68,474.3,45.4
2001,Rajasthan,Groundnut,Kharif,629.1,585.1,0.93,368.8,27.2
2013,Rajasthan,Pulses,Rabi,2474.1,1311.3,0.53,43.0,32.3
2002,Maharashtra,Pulses,Kharif,3339.3,1469.3,0.44,559.6,8.6
2002,Assam,Jute,Kharif,78.5,101.3,1.29,1228.9,4.5
2004,Karnataka,Groundnut,Kharif,912.4,711.7,0.78,619.7,17.3
2007,Gujarat,Pulses,Kharif,437.2,262.3,0.6,550.3,14.8
2012,Gujarat,Pulses,Kharif,418.5,276.2,0.66,523.3,15.3
2016,Bihar,Rice,Kharif,3297.3,6627.6,2.01,973.5,53.0
2016,Haryana,Sugarcane,Kharif,133.8,9321.8,69.67,392.0,99.8
2015,West Bengal,Vegetables,Kharif,1257.8,19822.9,15.76,701.1,32.2
2009,Gujarat,Cotton,Kharif,2655.3,2655.3,1.0,487.3,48.4
2021,Karnataka,Vegetables,Kharif,584.4,10326.3,17.67,542.7,38.1
2003,Maharashtra,Pulses,Kharif,3577.5,2110.7,0.59,900.7,11.1
2014,Karnataka,Vegetables,Kharif,572.9,8507.6,14.85,578.0,37.8
2010,Telangana,Pulses,Rabi,415.4,257.5,0.62,122.6,22.6
2010,Uttar Pradesh,Fruits,Kharif,603.3,7933.4,13.15,982.9,61.8
2021,Karnataka,Spices,Kharif,186.0,386.9,2.08,781.7,20.3
2002,Maharashtra,Soybean,Kharif,3941.3,2719.5,0.69,493.0,7.4
2006,Gujarat,Pulses,Kharif,368.3,209.9,0.57,430.1,13.0
2007,Uttar Pradesh,Rice,Kharif,5130.7,10415.3,2.03,749.1,76.1
2021,Telangana,Rice,Kharif,1245.8,4023.9,3.23,785.5,85.3
2013,Haryana,Rice,Kharif,1369.4,4491.6,3.28,825.5,96.7
2002,Maharashtra,Millets,Kharif,2653.5,1432.9,0.54,288.6,0.4
2014,West Bengal,Oilseeds,Rabi,397.4,325.9,0.82,35.3,28.8
2016,Punjab,Cotton,Kharif,455.0,750.8,1.65,398.8,97.0
2013,Uttar Pradesh,Vegetables,Rabi,1085.0,18162.9,16.74,346.2,73.3
2014,Rajasthan,Soybean,Kharif,950.1,912.1,0.96,262.9,8.9
2019,Punjab,Sugarcane,Kharif,117.0,6644.4,56.79,892.1,96.9
2002,Jharkhand,Rice,Kharif,1453.2,1554.9,1.07,635.0,15.4
2012,Maharashtra,Sugarcane,Kharif,1072.6,80112.5,74.69,775.4,95.0
2014,Bihar,Jute,Kharif,190.5,348.6,1.83,793.1,32.1
2016,Gujarat,Wheat,Rabi,1350.0,3915.0,2.9,37.8,89.9
2006,Bihar,Maize,Kharif,560.5,1311.6,2.34,1024.0,41.4
